label_id	Predicted Archetype
1	1
2	2
3	1
4	1
5	2
6	1
7	1
8	1
9	2
10	1
11	4
12	2
13	1
14	1
15	1
16	1
17	2
18	1
19	2
20	1
21	1
22	3
23	1
24	2
25	2
26	1
27	1
28	2
29	1
30	2
31	1
32	2
33	4
34	2
35	1
36	1
37	1
38	2
39	2
40	2
41	1
42	2
43	1
44	1
45	1
46	2
47	1
48	1
49	1
50	2
51	2
52	2
53	1
54	2
55	1
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	1
68	1
69	2
70	2
71	2
72	2
73	2
74	1
75	4
76	4
77	1
78	2
79	2
80	3
81	2
82	2
83	1
84	4
85	2
86	4
87	4
88	2
89	2
90	2
91	4
92	4
93	2
94	2
95	2
96	3
97	4
98	3
99	4
