label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	1
6	1
7	1
8	2
9	1
10	1
11	1
12	2
13	1
14	1
15	2
16	1
17	1
18	1
19	3
20	1
21	1
22	2
23	2
24	1
25	1
26	1
27	1
28	1
29	2
30	2
31	2
32	2
33	1
34	1
35	1
36	2
37	1
38	1
39	1
40	2
41	1
42	1
43	1
44	2
45	1
46	2
47	2
48	2
49	1
50	2
51	2
52	3
53	2
54	1
55	2
56	1
57	1
58	1
59	1
60	2
61	2
62	1
63	1
64	2
65	1
66	2
67	2
68	1
69	1
70	3
71	1
72	2
73	2
74	2
75	2
76	1
77	2
78	1
79	1
80	2
81	2
82	2
83	1
84	1
85	1
86	2
87	2
88	2
89	1
90	3
91	2
92	2
93	3
94	2
95	3
96	4
97	2
98	4
99	1
100	2
101	1
102	1
103	2
104	2
105	1
106	4
107	1
108	2
109	2
110	2
111	2
112	1
113	4
114	2
115	2
116	2
117	2
118	2
119	2
120	1
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	4
129	2
130	2
131	2
132	2
133	2
134	4
135	2
136	4
137	2
138	4
