label_id	Predicted Archetype_archetype_CFOR_classifications
1	3
2	2
3	1
4	1
5	2
6	2
7	2
8	2
9	1
10	2
11	1
12	2
13	1
14	1
15	2
16	1
17	1
18	2
19	1
20	1
21	1
22	1
23	1
24	2
25	1
26	1
27	3
28	2
29	1
30	1
31	1
32	2
33	2
34	3
35	2
36	2
37	1
38	2
39	3
40	1
41	1
42	1
43	2
44	1
45	1
46	1
47	2
48	1
49	1
50	1
51	1
52	1
53	2
54	1
55	2
56	1
57	2
58	1
59	2
60	1
61	2
62	1
63	2
64	1
65	2
66	2
67	1
68	1
69	4
70	1
71	1
72	1
73	1
74	1
75	2
76	4
77	3
78	1
79	2
80	1
81	4
82	4
83	4
84	1
85	2
86	1
87	1
88	4
89	2
90	2
91	2
92	2
93	2
94	4
