label_id	Predicted Archetype
1	1
2	3
3	1
4	1
5	3
6	1
7	1
8	1
9	1
10	1
11	2
12	1
13	3
14	1
15	1
16	1
17	1
18	1
19	3
20	1
21	4
22	1
23	2
24	1
25	2
26	1
27	1
28	2
29	2
30	1
31	1
32	1
33	2
34	4
35	1
36	1
37	1
38	2
39	3
40	1
41	1
42	1
43	2
44	1
45	1
46	1
47	1
48	1
49	2
50	1
51	1
52	3
53	1
54	1
55	2
56	3
57	1
58	2
59	2
60	1
61	2
62	1
63	2
64	2
65	2
66	2
67	1
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	1
77	1
78	1
79	1
80	1
81	2
82	2
83	1
84	2
85	2
86	2
87	1
88	2
89	2
90	1
91	2
92	2
93	1
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	1
105	2
106	2
107	2
108	4
109	2
110	4
111	4
112	1
113	2
114	2
115	4
116	2
117	1
118	3
119	2
120	2
121	4
122	4
