label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	2
17	1
18	1
19	2
20	1
21	1
22	1
23	2
24	1
25	1
26	1
27	2
28	2
29	2
30	1
31	1
32	1
33	2
34	1
35	1
36	2
37	1
38	1
39	2
40	1
41	2
42	2
43	2
44	2
45	2
46	2
47	1
48	1
49	1
50	1
51	2
52	1
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	1
64	2
65	2
66	2
67	2
68	4
69	2
70	2
71	2
72	2
73	2
74	3
75	1
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	4
87	2
88	2
89	2
90	2
91	4
92	2
93	4
94	2
95	1
96	2
97	3
98	2
99	2
100	2
101	2
102	1
103	4
104	2
105	4
106	1
107	1
